Company,Role,Clean Location,Minimum Experience,Maximum Experience,Skill 1,Skill 2,Skill 3,Skill 4,Skill 5,Skill 6,Skill 7,Skill 8
prodapt solutions private limited,gcp data developer,"['chennai', 'bangalore']",5,10,big query,looker,data flow,,,,,
bloom consulting services,senior data engineer,['bangalore'],3,8,sql,mysql,javascript,infrastructure,scheduling,big data,data warehousing,aws
dg7,digital data analyst intern,"['mumbai', 'vasai']",0,1,data analysis,data management,social media,data collection,customer support,sem,ms office,data mining
gracenote,live data production editor,['mumbai'],1,5,time management,genetics,consumer goods,production editor,,,,
connecting 2 work,ai tech lead,['alleppey'],3,6,computer science,automation,data analysis,machine learning,natural language processing,customer service,microsoft,continuous improvement
activelement,senior data engineers,['pune'],5,10,it skills,java,python,machine learning,cloud,big data,aws,query optimization
activelement,data engineers,['pune'],3,4,it skills,java,python,machine learning,cloud,big data,aws,query optimization
crescendo global leadership hiring india private l imited,big data engineer - python- gurgaon,['gurgaon'],3,6,star schema,data engineering,dw,hadoop,big data,spark,machine learning,etl
collabera,big data,"['delhi', 'gurgaon', 'new delhi', 'pune']",0,5,data structures,microsoft azure,aws,gcp,big data,python,scala,nosql
unique hr solution,fresher required for computer operator/data entry bpo,"['noida', 'delhi', 'gurgaon']",0,5,bpo,inbound,outbound,data entry,computer operator jobs fro freshers,office assistance,date entry jobs for freshers,computer operator jobs in delhi
nielsen holdings,senior data processing specialist,['vadodara'],2,4,it skills,python,project management,bpo,project management,data validation,coding,data processing
mindbody,sr financial analyst - data visualization,['pune'],3,5,it skills,tableau,power bi,automation,data management,erp system,financial analysis,financial planning
innoplexus,cuda developer,['pune'],4,5,computer vision,deep learning,data analysis,artificial intelligence,network analysis,machine learning,programming,life sciences
ipsa business india pvt. ltd.,electroplating head,['other city'],8,13,foundry,production operations,standards,product design,electroplating,fabrication,methods,thermal
the hiring story,senior software engineer - backend development - data structure/oops,['bangalore'],4,8,ruby on rails,design patterns,microservices architecture,oops,database design,api,mvc,data structure
future focus infotech pvt ltd,sap data migration,['bengaluru'],4,5,business process,erp,business concepts,sql,data migration,data services,sap,ites
connect infosoft technologies pvt.ltd,data science / machine learning,['faridabad'],7,12,mining,data science,coding,time series analysis,data analysis,artificial intelligence,consulting,machine learning
sahasya global solutions,data qa,['hyderabad'],4,6,microstrategy,functional testing,consulting,gts,regression testing,ssis,business intelligence,japanese
eduonix,software developer,"['mumbai', 'navi mumbai']",3,5,team management,front end,nosql,database design,mysql,machine learning,javascript,html
morgan stanley advantage services,vice president - python / perl dev (application development),['mumbai'],8,14,wealth management,legal compliance,fixed income,web development,agile,perl,application development,investment banking
morgan stanley advantage services,python / perl dev (application development),['mumbai'],3,7,wealth management,legal compliance,fixed income,web development,agile,perl,application development,investment banking
dream11 inc,sdet 3 - performance engineering,['mumbai'],5,9,system architecture,nosql,mysql,debugging,machine learning,perl,mongodb,rpm
dream11 inc,sde 2 - frontend,['mumbai'],3,6,git,cassandra,mysql,machine learning,javascript,html,mongodb,rpm
dream11 inc,sde 2 - ios,['mumbai'],3,6,memory management,data analysis,mysql,machine learning,data structures,mongodb,unit testing,rpm
dream11 inc,sde 3 - android,['mumbai'],4,7,multithreading,memory management,mysql,machine learning,mongodb,open source,monitoring,rpm
dream11 inc,sde 1 - backend ( product engineering ),['mumbai'],1,4,backend,product engineering,mysql,machine learning,agile,data structures,system design,monitoring
dream11 inc,sde 2 - android,['mumbai'],3,6,performance tuning,nginx,cassandra,mysql,machine learning,mongodb,open source,rpm
dream11 inc,dream sports - sde 3 - ios,['mumbai'],4,7,multithreading,architecture,memory management,mysql,machine learning,mongodb,monitoring,rpm
dream11 inc,avp / vp - product ( infrastructure ),['mumbai'],12,18,product management,career development,data science,agile,equity,manager technology,commerce,scrum
dream11 inc,dream sports - sde 1 - ios,['mumbai'],1,4,github,nginx,cassandra,mysql,machine learning,data structures,mongodb,rpm
drishti tech,prepare update technical documentation,['mumbai'],3,8,computer science,computer vision,machine learning,communication skills,technical skills,mathematics,soft skills,application software
institutional shareholder services inc.,"associate, integrated financial quality and valuation team",['mumbai'],5,7,data analysis,sql,capital iq,bloomberg,financial analysis,data analysis,iss,financial modelling
nvent,softwtare developer,['mumbai'],3,7,it skills,java,software development,machine learning,devops,javascript,aws,version control
v5 global services,ad customer retention & engagement,['mumbai'],1,4,data science,retail marketing,customer retention,sms,e-commerce,merchandising,crm,salesforce
groupm media india private ltd.,general manager,['mumbai'],12,15,career development,digital media,media marketing,integrated marketing,operational excellence,bfsi,staffing,strategic planning
dream11 inc,sde 2/3 - android,['mumbai'],2,6,jni,coding,mysql,debugging,machine learning,unit testing,android sdk,gaming
dream11 inc,director - android/ios,['mumbai'],6,11,python,nginx,ios,predictive analytics,javascript,rpm,sql,android
dream11 inc,software engineer ( java / scala ),['mumbai'],5,7,product engineering,mysql,machine learning,integration testing,agile,mongodb,distribution system,rpm
eduonix,software developer,"['mumbai', 'navi mumbai']",3,5,team management,front end,nosql,database design,mysql,machine learning,javascript,html
morgan stanley advantage services,vice president - python / perl dev (application development),['mumbai'],8,14,wealth management,legal compliance,fixed income,web development,agile,perl,application development,investment banking
morgan stanley advantage services,python / perl dev (application development),['mumbai'],3,7,wealth management,legal compliance,fixed income,web development,agile,perl,application development,investment banking
dream11 inc,sdet 3 - performance engineering,['mumbai'],5,9,system architecture,nosql,mysql,debugging,machine learning,perl,mongodb,rpm
dream11 inc,sde 2 - frontend,['mumbai'],3,6,git,cassandra,mysql,machine learning,javascript,html,mongodb,rpm
dream11 inc,sde 2 - ios,['mumbai'],3,6,memory management,data analysis,mysql,machine learning,data structures,mongodb,unit testing,rpm
dream11 inc,sde 3 - android,['mumbai'],4,7,multithreading,memory management,mysql,machine learning,mongodb,open source,monitoring,rpm
dream11 inc,sde 1 - backend ( product engineering ),['mumbai'],1,4,backend,product engineering,mysql,machine learning,agile,data structures,system design,monitoring
dream11 inc,sde 2 - android,['mumbai'],3,6,performance tuning,nginx,cassandra,mysql,machine learning,mongodb,open source,rpm
dream11 inc,dream sports - sde 3 - ios,['mumbai'],4,7,multithreading,architecture,memory management,mysql,machine learning,mongodb,monitoring,rpm
dream11 inc,avp / vp - product ( infrastructure ),['mumbai'],12,18,product management,career development,data science,agile,equity,manager technology,commerce,scrum
dream11 inc,dream sports - sde 1 - ios,['mumbai'],1,4,github,nginx,cassandra,mysql,machine learning,data structures,mongodb,rpm
drishti tech,prepare update technical documentation,['mumbai'],3,8,computer science,computer vision,machine learning,communication skills,technical skills,mathematics,soft skills,application software
institutional shareholder services inc.,"associate, integrated financial quality and valuation team",['mumbai'],5,7,data analysis,sql,capital iq,bloomberg,financial analysis,data analysis,iss,financial modelling
nvent,softwtare developer,['mumbai'],3,7,it skills,java,software development,machine learning,devops,javascript,aws,version control
v5 global services,ad customer retention & engagement,['mumbai'],1,4,data science,retail marketing,customer retention,sms,e-commerce,merchandising,crm,salesforce
groupm media india private ltd.,general manager,['mumbai'],12,15,career development,digital media,media marketing,integrated marketing,operational excellence,bfsi,staffing,strategic planning
dream11 inc,sde 2/3 - android,['mumbai'],2,6,jni,coding,mysql,debugging,machine learning,unit testing,android sdk,gaming
dream11 inc,director - android/ios,['mumbai'],6,11,python,nginx,ios,predictive analytics,javascript,rpm,sql,android
dream11 inc,software engineer ( java / scala ),['mumbai'],5,7,product engineering,mysql,machine learning,integration testing,agile,mongodb,distribution system,rpm
5 paisa capital limited,product manager - chatbot,['mumbai'],5,10,nlp,artificial intelligence,natural language processing,artificial intelligence,chatbot,chatbot development,data analysis,machine learning
5 paisa capital limited,product manager - chatbot,['mumbai'],5,10,nlp,artificial intelligence,natural language processing,artificial intelligence,chatbot,chatbot development,data analysis,machine learning
crescendo global leadership hiring india private l imited,product analytics manager – b2c ecommerce (3-6 yrs),['mumbai'],3,6,multivariate analysis,product management,google analytics,product analysis,machine learning,e-commerce,tableau,statistics
fountain9,tech lead,['mumbai'],4,9,computer science,machine learning,javascript,data structures,product design,technical architecture,engineering design,information technology
upgrad,assistant manager - student success,['mumbai'],5,10,team management,artificial intelligence,machine learning,manager technology,issue resolution,customer support,customer service,management
dream11 inc,security engineer (enterprise security),['mumbai'],2,6,vpn,mysql,machine learning,antivirus,troubleshooting,vulnerability assessment,rpm,android
v employment solutions,business analyst - it projects,['mumbai'],4,8,it skills,testing,business analysis,project management,uat,data analysis,software design,data analysis
idealcrew services,artificial intelligence / machine learning engineer,"['bangalore', 'pune']",2,5,pyspark,keras,java,numpy,learning,scala,spacy,nlu
sapwood ventures pvt. ltd.,kubernetes aws expert,"['chennai', 'bangalore', 'kolkata', 'pune']",4,8,kerberos,apache zookeeper,hive,hadoop,backup,big data,emr,hdfs
execboardinasia,head of platform (engineering),['pune'],11,15,data science,coding,performance engineering,consulting,technical leadership,manager technology,mentor,management
gurucul,technical writer,['pune'],5,8,technical writing,machine learning,siem,market research,risk management,security operations,rfp,data analysis
l a consultancy,python developer,"['chennai', 'bangalore', 'kochi', 'pune']",5,10,ci cd tools,machine learning,rally tool,python,jenkins,cvhtml,agile framework. user stories,tensorflow
l a consultancy,python developer - microservices architecture,"['chennai', 'bangalore', 'kochi', 'pune']",5,10,microservices,kubernetes,jenkins,rdbms,tensorflow,xgboost,machine learning,pytorch
job fittment finder,lead machine learning,"['delhi', 'pune']",5,8,it skills,data science,machine learning,artificial intelligence,cnn,rnn,nlp,lstm
ecolab,technical team lead,['pune'],7,8,erp,automation,data analysis,sap,healthcare,ssis,business intelligence,open source
t-systems information and communication technology india private limited,devops engineer,['pune'],4,9,jenkins,docker,devops,it skills,python,software development,quality assurance,data science
accenture solutions pvt ltd,amazon sagemaker application developer,['pune'],6,8,python3,presentation,comm,sql,verbal,amazon sagemaker,written,it skills
accenture solutions pvt ltd,aws glue application developer,['pune'],4,6,it skills,python,devops,aws,business process,interpersonal skills,architecture,consulting
epsilon staffing solutions (proxima corporate services private limited),senior hadoop developer,['pune'],4,9,hive,sqoop,bash scripting,hadoop,mapreduce,oozie,spark,pig
aligned automation,"full stack specialist_python, java script, angular js",['pune'],5,10,front end,devops,paas,mysql,cloud,html,test driven development,cosmos
cerence inc.,software developer dialog developer,['pune'],3,4,computer science,performance tuning,automation,linux,xml,javascript,windows,corporate security
appzen,us it recruiter,['pune'],6,11,deep learning,data science,aerospace,pharma,venture capital,machine learning,manager technology,data integrity
seven mentor and training private limited,python trainer,['pune'],1,5,machine learning trainer,artificial intelligence trainer,python trainer,python teacher,machine learning teacher,artificial intelligence teacher,python mentor,machine learning
accenture solutions pvt ltd,aws glue application developer,['pune'],6,8,business process,architect,interpersonal skills,consulting,data analysis,professional services,aws,client management
emojent inc,ux designer,['pune'],3,8,ux research,user experience design,user experience,ux design,ux,requirement gathering,user stories,user interface designing
theia new consultancy llp,junior bi & dwh analyst & developer,['pune'],3,5,itil,windows server operating,bi technolgies,bi,data analysis,datawarehouse,olap data warehousing,data mining
vconstruct private limited,sharepoint developer,['pune'],3,7,c#,angular,microsoft azure,powershell,power apps,spfx,asp.net,react
quick heal technologies,hiring technical development manager -aws core,['pune'],10,12,ec2,communication skills,rds,performance analysis,micro services,angular,document db,devops
incedo,software engineer – cloud/ java/ python,['pune'],1,3,java,cloud,python,it skills,j2ee,software development,testing,machine learning
pattern,site reliability engineer,['pune'],4,8,networking,linux,debugging,dns,javascript,troubleshooting,oracle,virtualization
siemens limited,desktop ai/ml programmer (mid-level),['pune'],3,5,dcom,multithreading,neural networks,cad,machine learning,scala,data structures,mfc
nortek security and control,java developer,['pune'],3,8,it skills,java,software development,testing,node.js,big data,hibernate,golang
briq,sdet/qa - experience with cypress/jest and joining within 1 month,['pune'],2,7,karma,software qa,unit testing,chai,sdet,software quality assurance,puppeteer,software testing
principal global services pvt ltd.,tech lead ( java & cloud),['pune'],7,9,core java,microsoft azure,devops,it skills,java,python,machine learning,cloud
megma services,senior rpa developer - automation anywhere,"['chicago', 'pune']",8,13,it skills,machine learning,sap,rpa,salesforce,rpa architecture,open source,automation anywhere
blueshift,principal engineer - core services,['pune'],10,15,it skills,cloud,devops,product management,computer science,san,nosql,linux
sandhata technologies pvt ltd,frontend developer/ java developer,"['chennai', 'pune']",3,8,it skills,java,machine learning,artificial intelligence,cloud,devops,node.js,css
t-systems information and communication technology india private limited,full stack developer,['pune'],4,9,angularjs,full stack,spring boot,it skills,java,python,software development,data science
vconstruct private limited,oracle epm technical administrator,['pune'],4,8,sql,essbase,fdm,software development,construction management,hyperion planning,construction projects,construction engineering
accenture solutions pvt ltd,cn - strategy - mc - sc&o - sc digital core - 09,['pune'],4,8,material management,erp,supply chain management,performance management,sap apo,machine learning,scheduling,oracle
theia new consultancy llp,junior bi & dwh analyst & developer,['pune'],3,5,itil,windows server operating,bi technolgies,bi,data analysis,datawarehouse,olap data warehousing,data mining
vconstruct private limited,sharepoint developer,['pune'],3,7,c#,angular,microsoft azure,powershell,power apps,spfx,asp.net,react
quick heal technologies,hiring technical development manager -aws core,['pune'],10,12,ec2,communication skills,rds,performance analysis,micro services,angular,document db,devops
incedo,software engineer – cloud/ java/ python,['pune'],1,3,java,cloud,python,it skills,j2ee,software development,testing,machine learning
pattern,site reliability engineer,['pune'],4,8,networking,linux,debugging,dns,javascript,troubleshooting,oracle,virtualization
siemens limited,desktop ai/ml programmer (mid-level),['pune'],3,5,dcom,multithreading,neural networks,cad,machine learning,scala,data structures,mfc
nortek security and control,java developer,['pune'],3,8,it skills,java,software development,testing,node.js,big data,hibernate,golang
briq,sdet/qa - experience with cypress/jest and joining within 1 month,['pune'],2,7,karma,software qa,unit testing,chai,sdet,software quality assurance,puppeteer,software testing
principal global services pvt ltd.,tech lead ( java & cloud),['pune'],7,9,core java,microsoft azure,devops,it skills,java,python,machine learning,cloud
blueshift,principal engineer - core services,['pune'],10,15,it skills,cloud,devops,product management,computer science,san,nosql,linux
sandhata technologies pvt ltd,frontend developer/ java developer,"['chennai', 'pune']",3,8,it skills,java,machine learning,artificial intelligence,cloud,devops,node.js,css
t-systems information and communication technology india private limited,full stack developer,['pune'],4,9,angularjs,full stack,spring boot,it skills,java,python,software development,data science
vconstruct private limited,oracle epm technical administrator,['pune'],4,8,sql,essbase,fdm,software development,construction management,hyperion planning,construction projects,construction engineering
accenture solutions pvt ltd,cn - strategy - mc - sc&o - sc digital core - 09,['pune'],4,8,material management,erp,supply chain management,performance management,sap apo,machine learning,scheduling,oracle
saisystems technology private limited,rpa developer (uipath tool) with .net technology---immediate joiners,['pune'],2,4,ocr engine,machine learning,presentation,sql databases,rpa,artificial intelligence,verbal,ui path
talkmetakeme software solutions private limited,consultant – automation,['pune'],10,16,consultant - automation,automation solution,architect and design,it skills,php,machine learning,jenkins,evaluation
velotio technologies pvt. ltd.,ror engineer,['pune'],1,6,it skills,machine learning,cloud,aws,ror,ruby rails,capistrano,chef
mjb technologies llp,pl-sql developer - sas/sql,['pune'],2,5,data analysis,cloud automation,oracle,sql,data warehousing,sas,it skills,data science
crowdstrike,analyst i - billing,['pune'],4,7,microsoft excel,sfdc,erp netsuite,accounting,communication skills,ms office,written,finance manager
whiz.ai,project manager,['pune'],5,10,it skills,project management,bpo,project management,github,data analysis,machine learning,resource allocation
deutsche bank,scrum mastervp,['pune'],11,16,process automation,assurance,data science,cloud,healthcare,business intelligence,open source,big data
varite,text analytics,['pune'],3,7,it skills,python,testing,machine learning,power bi,text mining,data analysis,trend analysis
maerskglobalservices pvt.ltd,sap analytics cloud expert - finance || maersk pune,['pune'],5,7,architectural design,fpna,sap bi,bods,ecc,data operations,bobj,sap hana
agile datapro,direct client openings for react.js engineers,['pune'],3,6,javascript,html,react.js,it skills,java,data science,rest,front end
incedo,software qa engineer,['pune'],1,3,ssl,it skills,testing,machine learning,cloud,tcp,udp,software qa
incedo,software engineer –cloud/ saas,['pune'],1,3,cloud applications,cloud,loosely coupled design,java,cassandra,micro - services development,nosql,hyperv
upbringo private limited,backend developer,['pune'],1,3,graphql,mysql,node.js,algorithms,aws lambda,artificial intelligence,npm,machine learning
ellie mae india private limited,"sse java, microservices",['pune'],8,13,jenkins,java,rest,docker,mysql,kafka,spring boot,postgres
wen- women entrepreneur network,business analyst,['pune'],4,8,data analysis,market research,channel sales,business analysis,corporate strategy,forecasting,brand management,market implementation
avanacapital,artificial intelligence / machine learning expert,['pune'],10,15,machine learning,agile,healthcare,scrum,asset management,data mining,matlab,distribution system
nortek security & control,java developer / fullstack developer,['pune'],3,7,java,hibernate,spring mvc,golang,node.js,object oriented programming,spring,microservices
sleepiz,full stack software engineer,['pune'],2,7,computer science,backend,signal processing,healthcare,html,matlab,monitoring,sql
rgf professional recruitment,sap functional specialist,['pune'],5,6,business process,sap co,sap,production support,data management,shell scripting,business solutions,python
on demand agility software pvt ltd,security consultant | level 7 siteminder | pune,['pune'],6,10,java,security consulting,information security,siteminder,security,sso,web services,
rgf professional recruitment,director,['pune'],4,12,telecom,automation,linux,networking,consulting,billing,director,network security
gdb technologies pvt. ltd.,"full stack developer ( python, reactjs, nodejs, go, java)",['pune'],5,9,java,hibernate,go,node.js,springboot,vue.js,multithreading,django
accenture solutions pvt ltd,risk and compliance analyst,['pan india'],2,5,graphics,computer science,business process,consulting,machine learning,business intelligence,data mining,data analysis
tech orbit soft systems pvt. ltd,agile scrum master,"['bangalore', 'pune', 'hyderabad']",9,14,pmp,metrics,project management,scrum master,agile,project implementation,safe,jira
dyr consulting,technical architect (work from home),"['bangalore', 'pune', 'chennai', 'noida', 'hyderabad']",10,18,aws,gcp,dotnet,java,microsoft azure,it skills,work from home,architecture
accenture solutions pvt ltd,p&a finance - analyst,['pan india'],5,10,it skills,python,machine learning,tableau,power bi,business process,interpersonal skills,agile development
ikomet technology solutions pvt. ltd.,ai engineer,['chennai'],3,5,deep learning,prototype,linux,data science,business analysis,machine learning,e-commerce,big data
rectras business solutions pvt ltd.,"principal engineer, machine learning",['chennai'],2,5,computer science,c++,algorithms,machine learning,subject matter expert,closure,statistics,principal
l a consultancy,bi analyst,"['chennai', 'kochi', 'bangalore']",5,8,it skills,testing,data science,big data,tableau,power bi,microsoft azure,r
kotumb digital empowerment and careers private ltd,unity 3d developer,['bangalore'],2,6,unity3d,,,,,,,
predire analyzedata private limited,machine learning engineer,['punjab'],2,5,it skills,java,python,machine learning,artificial intelligence,unix,vista,performance tuning
faststream technologies private limited,vice president engineering - embedded systems & iot,['bangalore'],20,25,software development,machine learning,device driver,java,ladder,embedded software,modbus,computer vision
forstaffing - executive search firm,software developer (machine learning),['new delhi'],2,6,computer science,jquery,team management,linux,postgresql,machine learning,integration testing,agile
consultbae llp,senior manager corporate engagement,['bangalore'],5,10,corporate strategy,key account management,account management,,,,,
astha baid,senior manager,['bangalore'],12,15,r,analytics delivery,sql,python,,,,
adecco india private limited,it recruiter- spot offer for immediate candidates,['bangalore'],2,5,it skills,it skills,machine learning,cloud,leadership,communication skills,hr executive,interviewing
consultbae llp,senior software engineer/software engineer,['bangalore'],1,6,application programming,java,hibernate,artificial intelligence,natural language processing,j2ee,it,spring
fidelity it jobs,engineering head - ruby on rails,"['mumbai', 'gurgaon', 'bangalore']",4,9,java,bootstrap,html,google analytics,ses,javascript,php,jquery
tech orbit soft systems pvt. ltd,it security architect,"['kolkata', 'bangalore', 'pune', 'chennai', 'hyderabad']",10,20,arcsight,phishing,soc,information security,logrhythm,security management,ips,incident response
freshdesk,lead software engineer - machine learning,['chennai'],8,13,computer science,san,machine learning,data structures,customer support,open source,cisco,distribution system
innovaccer,lead machine learning engineer,['noida'],8,13,san,version control,machine learning,data structures,healthcare,unit testing,sdlc,data analysis
careerxperts consulting,machine learning lead engineer,['chennai'],4,9,computer science,data analysis,consulting,machine learning,programming,data structures,open source,big data
i square soft,machine learning/ nlp tech lead,['bangalore'],5,10,natural language processing,machine learning,python,,,,,
i square soft,machine learning/ nlp tech lead,['bangalore'],5,10,natural language processing,machine learning,python,,,,,
adecco india private limited,algorithm expert (nlp),['bangalore'],7,12,nlp,transformers,bert,cnn,rnn,c,artificial intelligence,natural language processing
sapwood ventures pvt. ltd.,full stack developer,['bangalore'],3,5,full stack developer,jquery,python,ux,css,c#,web apis,ui
kotumb digital empowerment and careers private ltd,unity 3d developer,['bangalore'],2,6,unity3d,,,,,,,
predire analyzedata private limited,machine learning engineer,['punjab'],2,5,it skills,java,python,machine learning,artificial intelligence,unix,vista,performance tuning
faststream technologies private limited,vice president engineering - embedded systems & iot,['bangalore'],20,25,software development,machine learning,device driver,java,ladder,embedded software,modbus,computer vision
forstaffing - executive search firm,software developer (machine learning),['new delhi'],2,6,computer science,jquery,team management,linux,postgresql,machine learning,integration testing,agile
consultbae llp,senior manager corporate engagement,['bangalore'],5,10,corporate strategy,key account management,account management,,,,,
astha baid,senior manager,['bangalore'],12,15,r,analytics delivery,sql,python,,,,
adecco india private limited,it recruiter- spot offer for immediate candidates,['bangalore'],2,5,it skills,it skills,machine learning,cloud,leadership,communication skills,hr executive,interviewing
consultbae llp,senior software engineer/software engineer,['bangalore'],1,6,application programming,java,hibernate,artificial intelligence,natural language processing,j2ee,it,spring
fidelity it jobs,engineering head - ruby on rails,"['mumbai', 'gurgaon', 'bangalore']",4,9,java,bootstrap,html,google analytics,ses,javascript,php,jquery
tech orbit soft systems pvt. ltd,it security architect,"['kolkata', 'bangalore', 'pune', 'chennai', 'hyderabad']",10,20,arcsight,phishing,soc,information security,logrhythm,security management,ips,incident response
freshdesk,lead software engineer - machine learning,['chennai'],8,13,computer science,san,machine learning,data structures,customer support,open source,cisco,distribution system
careerxperts consulting,machine learning lead engineer,['chennai'],4,9,computer science,data analysis,consulting,machine learning,programming,data structures,open source,big data
i square soft,machine learning/ nlp tech lead,['bangalore'],5,10,natural language processing,machine learning,python,,,,,
i square soft,machine learning/ nlp tech lead,['bangalore'],5,10,natural language processing,machine learning,python,,,,,
adecco india private limited,algorithm expert (nlp),['bangalore'],7,12,nlp,transformers,bert,cnn,rnn,c,artificial intelligence,natural language processing
sapwood ventures pvt. ltd.,full stack developer,['bangalore'],3,5,full stack developer,jquery,python,ux,css,c#,web apis,ui
sapwood ventures pvt. ltd.,full stack engineer,['bangalore'],3,6,angularjs,java,full stack developer,it skills,css,javascript,mvc framework,html
gig consultants,senior associate - computer vision with leading mnc,['bangalore'],2,6,tensorflow,pytorch,keras,computer vision,machine learning,python,sql,
elk education india pvt ltd,research analyst,['chennai'],1,3,cloud computing,machine learning,social media,data analysis,artificial intelligence,consulting,machine learning,data processing
universal manpower online,business analyst - hiring for mnc - upto 6 lpa,['bangalore'],2,7,business analysis,data interpretation,requirement gathering,business analysis,business optimization,user research,business analysis,wireframing
accenture solutions pvt ltd,recruiting analyst,['pan india'],1,4,business process,data analysis,administration,data analysis,recruitment analyst,consulting,marketing planning,channel management
muvi,python developer,['bhubaneswar'],2,7,computer science,deep learning,machine learning,manager technology,data structures,research,statistics,data analysis
accenture solutions pvt ltd,analyst-lending operations,['chennai'],3,5,data analysis,loans,financial analysis,consulting,credit analysis,capital market,mortgage underwriting,financial services
accenture solutions pvt ltd,recruitment analyst,['pan india'],1,4,business process,data analysis,data analysis,networking,consulting,marketing planning,manager technology,pipeline management
accenture solutions pvt ltd,analyst-lending operations,['chennai'],3,5,data analysis,loans,financial analysis,underwriting,consulting,credit analysis,capital market,mortgage underwriting
accenture solutions pvt ltd,analyst-lending operations,['chennai'],3,5,data analysis,loans,financial analysis,underwriting,consulting,credit analysis,financial statement analysis,capital market
the world bank (international bank for reconstruction and development (ibrd,financial analyst,['chennai'],1,3,financial statements,financial analysis,financial risk,finance,financial analyst,data mining,data analysis,sql
technoduce info solutions pvt ltd.,python developer,['coimbatore'],1,4,html5,javascript,front - end technologies,python,flask,django,object - relational mapping ( orm,pyramid
accenture solutions pvt ltd,recruiter analyst,['pan india'],1,4,business process,data analysis,data analysis,networking,consulting,marketing planning,manager technology,pipeline management
continuum global solutions,sap human resources configuration senior analyst,['indore'],5,8,master data setup,sap configuration,sap cloud platform integration,sap support,sap successfactors,,,
guidehouse,mis analyst,['trivandrum'],1,3,data analysis,automation,ms access,mis,consulting,data collection,healthcare,data quality
emerson innovation center,business analyst customer lifecyle services,['chandigarh'],1,4,business process,computer science,data analysis,erp,automation,project support,project management,oracle
sopra group india,service desk analyst,['noida'],1,4,housekeeping,data analysis,ticketing,customer satisfaction,data manipulation,data collection,service desk analyst,customer service
compunnel technology india private limited,quality analyst sales,['delhi'],8,13,quality audit,quality analysis,quality assurance,customer satisfaction,six sigma,lean,it skills,metrics
lanxess india private limited,analyst-sap ehs,['thane'],3,3,ehs,safety data sheet,abap,fiori,sql,,,
xpetize technology solutions private limited,tax analyst,['trivandrum'],3,4,engineering services,tax analyst,data services,social service,cloud,taxation,medical insurance,technology solutions
"quantum integrators group, llc",sap and win shuttle analyst :: remote,['remote'],7,12,win shuttle,data migration,mastercard,dsp,sd,lsmw,fi,views
accenture solutions pvt ltd,python programming language application developer,['chennai'],3,6,business process,client handling,architecture,django,consulting,programming,database,professional services
virtualwebs servers pvt. ltd,python developers,['goa'],2,6,it skills,python,machine learning,elastic search,automation,front end,django,mysql
accenture solutions pvt ltd,analyst-lending operations,['chennai'],3,5,data analysis,customer service management,consulting,capital market,management,individual contributor,financial services,wholesale
accenture solutions pvt ltd,analyst-lending operations,['chennai'],3,5,data analysis,customer service management,consulting,capital market,management,individual contributor,financial services,wholesale
cargill india pvt. ltd.,finance credits and incentives analyst,['karnataka'],2,4,data analysis,data analysis,income tax,financial analysis,process improvement,sales tax,support services,business intelligence
global english india private limited,b3associate call center analyst,['noida'],3,6,service level,social media,back office,customer support,data integrity,customer service,continuous improvement,service quality
altisec technologies pvt. ltd.,dlp analyst l2 & l1 @ delhi ncr (noida) location,"['noida', 'delhi']",1,5,data loss prevention,dlp adminstrator,symantec dlp,risk compliance,dlp admin,dlp incident analysis,information security,
accenture solutions pvt ltd,analyst-lending operations,['chennai'],3,5,data analysis,due diligence,debt collection,consulting,investment banking,capital market,individual contributor,financial services
accenture solutions pvt ltd,analyst-lending operations,['chennai'],3,5,data analysis,consulting,data analysis,capital market,management,individual contributor,financial services,wholesale
accenture solutions pvt ltd,analyst-lending operations,['chennai'],3,5,business administration,data analysis,due diligence,process orientation,financial analysis,wholesale banking,consulting,capital market
6sense,financial analyst,['remote'],1,3,machine learning,data analysis,us gaap,sales,process improvement,financial planning,wellness,business strategy
mynd property management,real estate underwriting analyst,['remote'],2,7,data analysis,san,data science,data analysis,underwriting,property management,customer experience,financial modelling
ai workspace,quality analyst - ophthalmology,['kolkata'],2,4,data analysis,diagnostics,quality analyst,internet research,machine learning,agile,ophthalmology,data entry
devoted health,clinical management analyst,['remote'],1,4,outbound,health insurance,sms,clinical development,healthcare,json,healthcare analytics,data analysis
accenture solutions pvt ltd,analytics and modeling analyst,['pan india'],3,5,business process,data analysis,microsoft excel,consulting,programming,manager technology,computer application,micorsoft word
ascent hr services,senior equity research analysts in multiple sectors,['delhi'],4,9,investment research,business concepts,valuation,accounting,finance,data analysis,equity research analysis,industry research
chrisel technolab,python developer with ai & ml,['vasai'],2,7,computer science,object oriented design,cloud computing,architecture,coding,application programming,artificial intelligence,machine learning
medabyss rcm healthcare services private limited,ar analyst,['chennai'],1,3,prior authorization,eligibility verification,e-care,data matrix,precertification,insurance verification,flat world,medical billing
east india securities ltd,quant research analyst,['kolkata'],1,5,deep learning,data analysis,fixed income,machine learning,market data,corporate finance,research,research analyst
sword global (india) pvt ltd,erp support analyst - dynamic 365,['chennai'],5,8,dynamics 365,emerging technologies,business growth,data management,power tools,technical specifications,release management,
rialtic,product analyst,['remote'],1,4,product analyst,data analysis,operational excellence,share market,market intelligence,healthcare,market research,management
